,DOCNUM,POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,RATE,BP CATEGORY,TRANSPORTER NAME,Vehicle Type,Business Heads,U_AssetClass,FlowName,Loss
3677,HR/61902076,2020-03-16,2020-03-13,2020-03-16,10002923,Swara L Ltd _ Mohali,AUTO,North,RENTAL,Mohali,Punjab,10002923,Swara L Ltd - Mohali,HY01,branch_Pataudi,Return,9500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,SWARAJ ENGINE-MOHALI-SWARAJ ENGINE-MOHALI,115000
3680,TN/331903058,2020-03-16,2020-03-13,2020-03-16,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,57500
3681,JH/201900350,2020-03-16,2020-01-04,2020-03-16,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,2100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,Kunna Enterprises,Tata 407,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,103500
3682,AP/371901019,2020-03-16,2020-03-14,2020-03-16,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,69,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,158700
3683,JH/201900346,2020-03-16,2020-01-03,2020-03-16,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,19ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
3684,GJ/241902278,2020-03-16,2020-03-14,2020-03-16,10002910,MAM_Rajkot _ Rajkot,AUTO,West,RENTAL,Rajkot,Gujarat,10002910,MAM_Rajkot _ Rajkot,GJ02,branch_Kanera,Return,7000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,26,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-RAJKOT-M&M-RAJKOT,59800
3687,JH/201900344,2020-03-16,2020-01-02,2020-03-16,10002942,TMO Ltd _ Jamshedpur,AUTO,East,RENTAL,Jamshedpur,Jharkhand,10002942,TMO Ltd - Jamshedpur,JH02,branch_Jamshedpur-Singhbhum,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,Kunna Enterprises,17ft Vehicle,Anup Soni,FLC - Small,TATA MOTO -JAMSHEDPU-TATA MOTO -JAMSHEDPU,161000
3689,UT/51900453,2020-03-16,2020-03-14,2020-03-16,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,1000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,28,2300,OEM,Dinesh Logistics,17ft Part Load,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,64400
3692,TN/331903073,2020-03-16,2020-03-13,2020-03-16,10003176,Vibrate Noida Pvt Ltd _SR Logistics,AUTO,South,RENTAL,Chennai,Tamil Nadu,10003176,Vibrate Noida Pvt Ltd (SR Logistics),TN01,branch_Chennai,Return,5000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,31,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,Vibracoustic-SR Logi-Vibracoustic-SR Logi,71300
3693,UP/91902329,2020-03-16,2020-03-14,2020-03-16,10002811, MB great_ Greater Noida,AUTO,North,RENTAL,Greater Noida,Uttar Pradesh,10002811, MB great_ Greater Noida,UP01,branch_G.Noida-Old,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,Non-OEM,Namami Transport Co.,19ft Vehicle,Anup Soni,FLC - Small,MBIL-G NOIDA-MBIL-G NOIDA,57500
3694,TN/331903062,2020-03-16,2020-03-13,2020-03-16,10002962,Daimler _DC_ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002962,Daimler _DC_ Chennai,TN01,branch_Chennai,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Abhiman Jairam,FLC - Small,DAIMLER-CHENNAI-DAIMLER-CHENNAI,161000
3695,AP/371901016,2020-03-16,2020-03-13,2020-03-16,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,59,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,135700
3699,Primary/65060,2020-03-17,2020-03-16,2020-03-17,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,126500
3700,KT/291901377,2020-03-17,2020-03-17,2020-03-17,10003129,GARG PVT Ltd_Kolar,AUTO,South,RENTAL,KOLAR,Karnataka,10003129,GARG PVT Ltd_Kolar,KA02,branch_Bangalore-Hobli,Return,6000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,61,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Abhiman Jairam,FLC - Small,GARG PVT-Malur-GARG PVT-Malur,140300
3701,GJ/241902316,2020-03-17,2020-03-16,2020-03-17,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,90,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,207000
3703,MH/271903476,2020-03-17,2020-03-14,2020-03-17,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,53,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),121900
3704,Primary/64771,2020-03-17,2020-03-16,2020-03-17,10002935,ESCORD LTD _ Faridabad,AUTO,North,RENTAL,Faridabad,Haryana,10002935,ESCORTS LTD - Faridabad,HY01,branch_Pataudi,Return,6000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,50,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,ESCORTS-FARIDABAD-ESCORTS-FARIDABAD,115000
3706,MP/231900388,2020-03-17,2020-03-14,2020-03-17,10002863,Cumminity Private Limited _ Dewas,AUTO,West,RENTAL,Dewas,Madhya Pradesh,10002863,Cumminity Private Limited - Dewas,MP02,branch_Indore,Return,1700.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,8,2300,OEM,LOGICAL TECH LLP,Pick Up,Amrut Dsak,FLC - Small,CUMMINS TECHNO-DEWAS-CUMMINS TECHNO-DEWAS,18400
3707,TN/331903113,2020-03-17,2020-03-05,2020-03-17,10002871,Maha AM Ltd Zaheerabad FD,AUTO,South,RENTAL,Zaheerabad,Telangana,10002871,Maha AM Ltd - Zaheerabad,TN01,branch_Chennai,Return,30000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,97,2300,OEM,LOGICAL TECH LLP,32ft SXL,Abhiman Jairam,FLC - Small,M&M-ZAHEERABAD (FD)-M&M-ZAHEERABAD (FD),223100
3711,UT/51900462,2020-03-17,2020-03-17,2020-03-17,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,1000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,27,2300,OEM,Dinesh Logistics,17ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,62100
3716,Primary/65066,2020-03-17,2020-03-16,2020-03-17,10002961,TVT Log  Ltd _ Jamalpur,AUTO,North,RENTAL,Jamalpur,Haryana,10002961,TVT Log  Ltd. - Jamalpur,HY01,branch_Pataudi,Return,2500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,32,2300,OEM,LOGICAL TECH LLP,14Ft Vehicle,Anup Soni,FLC - Small,TVS LOGI-JAMALPUR-TVS LOGI-JAMALPUR,73600
3718,GJ/241902327,2020-03-17,2020-03-17,2020-03-17,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,103500
3719,MP/231900392,2020-03-17,2020-03-13,2020-03-17,10002900,Johni D Dewas _ Indore,AUTO,West,RENTAL,Indore,Madhya Pradesh,10002900,Johni D Dewas _ Indore,MP02,branch_Indore,Return,2200.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,16,2300,OEM,LOGICAL TECH LLP,Pick Up,Amrut Dsak,FLC - Small,JOHN DEERE-INDORE-JOHN DEERE-INDORE,36800
3722,AP/371901026,2020-03-17,2020-03-16,2020-03-17,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,138000
3723,AP/371901027,2020-03-17,2020-03-17,2020-03-17,10002907,BRAC INDIA PRIVATE LIMITED _ Bawal,AUTO,North,RENTAL,Bawal,Haryana,10002907,BRAC INDIA PRIVATE LIMITED - Bawal,HY01,branch_Pataudi,Return,5500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,70,2300,OEM,LOGICAL TECH LLP,20ft Vehicle,Anup Soni,FLC - Small,BRAC-BAWAL-BRAC-BAWAL,161000
3724,MH/271903516,2020-03-18,2020-03-16,2020-03-18,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,46,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),105800
3725,TN/331903139,2020-03-18,2020-03-16,2020-03-18,10003005,JAI WAREHOUSE _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10003005,JAI WAREHOUSE _ Chennai,TN01,branch_Chennai,Return,2300.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,4,2300,Non-OEM,LOGICAL TECH LLP,Tata Ace,Abhiman Jairam,FLC - Small,JAI HIND-CHENNAI-JAI HIND-CHENNAI,9200
3728,MH/271903525,2020-03-18,2020-03-17,2020-03-18,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,57,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),131100
3729,TN/331903141,2020-03-18,2020-03-17,2020-03-18,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,18,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,41400
3738,GJ/241902334,2020-03-18,2020-03-18,2020-03-18,10002959,BRAC India PVT LTD _ Sanand,AUTO,West,RENTAL,Sanand,Gujarat,10002959,BRAC India PVT. LTD. - Sanand,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,BRAC-SANAND-BRAC-SANAND,126500
3741,AP/371901034,2020-03-18,2020-03-17,2020-03-18,10002921,Maha AM Ltd _ Jaipur,AUTO,North,RENTAL,Jaipur,Rajasthan,10002921,Maha AM Ltd - Jaipur,HY01,branch_Pataudi,Return,8000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,33,2300,OEM,NV1 Logistics Pvt. Ltd.,20ft Vehicle,Anup Soni,FLC - Small,M&M-JAIPUR-M&M-JAIPUR,75900
3744,Primary/66267,2020-03-18,2020-03-18,2020-03-18,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,27600
3745,GJ/241902349,2020-03-18,2020-03-18,2020-03-18,10003035,RICA INDUSTRIES Ltd_Halol,AUTO,West,RENTAL,Halol,Gujarat,10003035,RICA INDUSTRIES Ltd-Halol,GJ02,branch_Kanera,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,Pick Up,Amrut Dsak,FLC - Small,RICO-HALOL-RICO-HALOL,27600
3746,AP/371901032,2020-03-18,2020-03-18,2020-03-18,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,92000
3748,AP/371901033,2020-03-18,2020-03-18,2020-03-18,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,45,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,103500
3754,Primary/66269,2020-03-18,2020-03-18,2020-03-18,10002940,JOHN DE PVT LTD _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002940,JOHN DE PVT LTD _ Pune,MH02,branch_Pune,Return,2800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,26,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,JOHN DEERE-PUNE-JOHN DEERE-PUNE,59800
3758,TN/331903133,2020-03-18,2020-03-16,2020-03-18,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,38,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,87400
3760,AP/371901031,2020-03-18,2020-03-17,2020-03-18,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,60,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,138000
3764,Primary/65953,2020-03-18,2020-03-18,2020-03-18,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,MH02,branch_Pune,Return,24000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,15,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,34500
3767,AP/371901044,2020-03-19,2020-03-19,2020-03-19,10002986,JBMA Pvt Ltd _ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10002986,JBMA Pvt Ltd _ Pune,MH02,branch_Pune,Return,2400.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,16,2300,Non-OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,JBM MA AUTOMOTI-PUNE-JBM MA AUTOMOTI-PUNE,36800
3772,AP/371901038,2020-03-19,2020-03-19,2020-03-19,10003009,UCAL FUEL SYSTEMS LTD _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10003009,UCAL FUEL SYSTEMS LTD - Aurangabad,MH02,branch_Pune,Return,8100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,UCAL FUEL-AURANGABAD-UCAL FUEL-AURANGABAD,27600
3774,AP/371901043,2020-03-19,2020-03-19,2020-03-19,10002933,Maha AM Ltd _ Igatpuri,AUTO,West,RENTAL,Igatpuri,Maharashtra,10002933,Maha AM Ltd - Igatpuri,MH02,branch_Pune,Return,8100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,40,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-IGATPURI-M&M-IGATPURI,92000
3775,GJ/241902378,2020-03-19,2020-03-19,2020-03-19,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,80,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,184000
3777,AP/371901041,2020-03-19,2020-03-19,2020-03-19,10002875,Tayto Cumen Limited _ phaltan,AUTO,West,RENTAL,Phaltan,Maharashtra,10002875,Tayto Cumen Limited - phaltan,MH02,branch_Pune,Return,6500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,36,2300,OEM,SHIVIN TRANSPORT,17ft Vehicle,Amrut Dsak,FLC - Small,TATA CUMM -PHALTAN-TATA CUMM -PHALTAN,82800
3779,GJ/241902380,2020-03-19,2020-03-19,2020-03-19,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,89,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,204700
3782,GJ/241902374,2020-03-19,2020-03-19,2020-03-19,10002960,TVT Log  Ltd _ Becharaji,AUTO,West,RENTAL,Becharaji,Gujarat,10002960,TVT Log  Ltd. - Becharaji,GJ02,branch_Kanera,Return,6.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,19,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TVS LOGI-BECHARAJI-TVS LOGI-BECHARAJI,43700
3785,GJ/241902362,2020-03-19,2020-03-18,2020-03-19,10002698,TMO Limited Sanand _ Ahmedabad,AUTO,West,RENTAL,Ahmedabad,Gujarat,10002698,TMO Limited Sanand - Ahmedabad,GJ02,branch_Kanera,Return,4200.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,12,2300,OEM,LOGICAL TECH LLP,17ft Vehicle,Amrut Dsak,FLC - Small,TATA MOTO -AHMEDABAD-TATA MOTO -AHMEDABAD,27600
3787,AP/371901047,2020-03-19,2020-03-19,2020-03-19,10002851,TMO Limited _Pimpri _ pune,AUTO,West,RENTAL,Pune,Maharashtra,10002851,TMO Limited (Pimpri) - pune,MH02,branch_Pune,Return,2900.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,35,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,TMO -PUNE-TMO -PUNE,80500
3790,MH/271903553,2020-03-19,2020-03-18,2020-03-19,10002685,Maha AM Ltd _Nagpur,AUTO,West,RENTAL,Nagpur,Maharashtra,10002685,Maha AM Ltd _Nagpur,MH04,branch_Nagpur,Return,4000.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,41,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,M&M-NAGPUR (OLD)-M&M-NAGPUR (OLD),94300
3794,Primary/67217,2020-03-19,2020-01-22,2020-03-19,10003023,GARG Pvt Ltd_ Pune,AUTO,West,RENTAL,Pune,Maharashtra,10003023,GARG Pvt Ltd- Pune,MH02,branch_Pune,Return,1800.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,25,2300,OEM,LOGICAL TECH LLP,Tata 407,Amrut Dsak,FLC - Small,Gates-Pune-Gates-Pune,57500
3801,MP/231900404,2020-03-19,2020-03-18,2020-03-19,10002900,Johni D Dewas _ Indore,AUTO,West,RENTAL,Indore,Madhya Pradesh,10002900,Johni D Dewas _ Indore,MP02,branch_Indore,Return,2200.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,18,2300,OEM,LOGICAL TECH LLP,Pick Up,Amrut Dsak,FLC - Small,JOHN DEERE-INDORE-JOHN DEERE-INDORE,41400
3802,Primary/66719,2020-03-19,2020-03-18,2020-03-19,10002839,GARG PVT Ltd _ Gurgaon_Manesar,AUTO,North,RENTAL,Gurgaon,Haryana,10002839,GARG PVT Ltd - Gurgaon(Manesar),HY01,branch_Pataudi,Return,3500.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,55,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Anup Soni,FLC - Small,GABRIEL-MANESAR-GURG-GABRIEL-MANESAR-GURG,126500
3803,AP/371901039,2020-03-19,2020-03-19,2020-03-19,10002908,SUPRA TC _ Aurangabad,AUTO,West,RENTAL,Aurangabad,Maharashtra,10002908,SUPREME TRANSPORT COMPANY - Aurangabad,MH02,branch_Pune,Return,8100.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,58,2300,OEM,LOGICAL TECH LLP,19ft Vehicle,Amrut Dsak,FLC - Small,SUPREME T-AURANGABAD-SUPREME T-AURANGABAD,133400
3804,MP/231900402,2020-03-19,2020-03-17,2020-03-19,10002944,Fore more Limited _ Pithampur,AUTO,West,RENTAL,Pithampur,Madhya Pradesh,10002944,Fore more Limited _ Pithampur,MP02,branch_Indore,Return,3200.0,COMPANY Transport borne by customer,Plastic Pallets,A020000001,SFLC PP 1200 X 800,4,2300,OEM,LOGICAL TECH LLP,Tata 407,Amrut Dsak,FLC - Small,FORCE-PITHAMPUR-FORCE-PITHAMPUR,9200
3806,TN/331903206,2020-03-20,2020-03-20,2020-03-20,10002721,Lucas TVS LTD _ Chennai,AUTO,South,RENTAL,Chennai,Tamil Nadu,10002721,Lucas TVS LTD - Chennai,TN01,branch_Chennai,Return,4000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,17,2300,Non-OEM,LOGICAL TECH LLP,17ft Vehicle,Abhiman Jairam,FLC - Small,LUCAS TVS-CHENNAI-LUCAS TVS-CHENNAI,39100
3809,UT/51900481,2020-03-20,2020-03-19,2020-03-20,10002911,Maha AM LTD _ Rudrapur,AUTO,North,RENTAL,Rudrapur,Uttarakhand,10002911,Maha AM LTD. - Rudrapur,UT01,branch_Rudrapur,Return,1000.0,COMPANY Transport borne by COMPANY,Plastic Pallets,A020000001,SFLC PP 1200 X 800,29,2300,OEM,Dinesh Logistics,19ft Vehicle,Anup Soni,FLC - Small,M&M-RUDRAPUR-M&M-RUDRAPUR,66700
